carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1.2,Premium,D,SI2,62.0,58.0,6.84,6.77,4.22,5994.2
0.26,Ideal,G,SI1,62.2,54.0,4.11,4.12,2.56,390.8
1.51,Premium,G,VS2,62.5,59.0,7.34,7.28,4.57,12601.8
0.31,Ideal,E,VS2,60.5,56.0,4.41,4.38,2.66,787.6
0.79,Premium,H,SI2,62.8,57.0,5.91,5.88,3.7,2226.6
0.77,Premium,G,SI2,61.2,58.0,5.99,5.96,3.64,2345.0
0.57,Good,F,VS1,60.0,61.0,5.35,5.38,3.22,1829.6
0.27,Ideal,G,VVS2,62.8,56.0,4.12,4.16,2.6,551.2
0.52,Ideal,G,VVS2,61.0,56.0,5.24,5.18,3.18,2000.8
0.43,Ideal,G,IF,61.2,57.0,4.81,4.86,2.96,1308.8
0.6,Ideal,G,VVS2,62.0,57.0,5.41,5.46,3.37,2389.8
0.36,Premium,D,SI2,61.5,60.0,4.54,4.6,2.81,591.8
0.54,Ideal,E,VVS2,62.2,54.0,5.23,5.26,3.26,2535.6
0.9,Good,J,SI2,63.9,56.0,6.17,6.1,3.92,3103.4
1.0,Premium,G,SI2,62.9,60.0,6.35,6.3,3.98,3935.6
1.03,Very Good,G,SI1,62.6,56.0,6.41,6.44,4.02,4737.4
0.53,Very Good,F,SI1,62.5,57.0,5.19,5.24,3.26,1305.0
0.4,Ideal,G,VVS1,62.0,55.0,4.74,4.78,2.95,1063.4
0.64,Premium,H,SI1,60.0,59.0,5.63,5.57,3.36,1824.6
0.35,Very Good,H,VS2,60.1,56.0,4.61,4.64,2.78,566.4
0.9,Premium,H,SI2,59.5,60.0,6.32,6.29,3.75,3158.2
1.09,Good,H,SI1,63.2,57.0,6.54,6.57,4.14,4873.4
0.73,Ideal,I,SI1,61.7,55.0,5.78,5.82,3.58,2458.0
0.9,Very Good,F,VS2,63.1,59.0,6.13,6.05,3.84,4629.6
1.06,Ideal,I,SI2,61.9,59.0,6.47,6.52,4.02,4114.6
0.7,Premium,F,VS2,60.6,58.0,5.8,5.72,3.49,2643.0
1.01,Very Good,H,SI1,61.8,61.0,6.4,6.47,3.98,4859.0
0.96,Premium,G,SI2,59.3,58.0,6.49,6.43,3.83,4172.6
0.49,Very Good,H,VVS2,62.3,57.0,5.02,5.05,3.14,1314.4
1.06,Ideal,I,VVS1,60.2,57.0,6.62,6.66,4.0,6672.2
0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,1592.6
0.52,Very Good,E,SI2,62.6,58.0,5.11,5.14,3.21,1147.2
0.41,Ideal,E,VS1,62.1,56.0,4.78,4.75,2.96,1114.4
0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,2020.8
1.06,Ideal,I,SI2,62.7,58.0,6.48,6.5,4.07,3799.2
0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0,892.2
0.73,Ideal,F,VS1,62.6,56.0,5.73,5.71,3.58,2924.8
0.56,Ideal,D,VS2,61.9,57.0,5.26,5.3,3.27,1982.4
0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,834.0
0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,3936.6
0.72,Ideal,I,VS2,61.8,56.0,5.72,5.77,3.56,2682.0
0.41,Ideal,D,VS2,62.4,55.0,4.76,4.79,2.98,976.6
1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95,4216.8
1.13,Ideal,E,I1,62.0,55.0,6.66,6.7,4.14,3808.0
1.53,Premium,F,VS2,58.5,60.0,7.62,7.56,4.44,14846.8
0.72,Ideal,H,VVS1,62.5,57.0,5.7,5.73,3.57,2917.0
0.7,Very Good,E,SI2,59.5,56.0,5.79,5.81,3.45,2377.2
1.09,Very Good,G,VS2,60.9,56.0,6.67,6.7,4.07,6672.8
1.22,Very Good,I,VS1,61.6,60.0,6.86,6.8,4.21,5993.2
0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,887.2
0.42,Ideal,G,IF,62.7,56.0,4.76,4.77,2.99,1321.0
0.3,Premium,F,VS2,60.7,58.0,4.35,4.32,2.63,791.6
1.31,Premium,J,SI1,60.7,58.0,7.11,7.06,4.3,5344.0
1.01,Good,F,SI2,64.3,59.0,6.33,6.26,4.05,3998.0
1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24,5374.0
2.23,Premium,J,SI2,60.5,61.0,8.47,8.4,5.1,13370.6
0.72,Good,F,SI1,60.4,61.0,5.75,5.8,3.49,2254.8
1.0,Fair,F,VS2,64.7,59.0,6.22,6.15,4.0,5218.6
0.53,Good,I,VS1,64.3,55.0,5.17,5.13,3.31,1468.0
2.01,Very Good,G,SI1,63.1,59.0,8.03,7.98,5.05,16167.4
0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,951.8
1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,4631.4
1.22,Ideal,G,IF,61.7,56.0,6.87,6.91,4.25,11763.4
1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,4519.2
0.31,Ideal,D,IF,61.1,56.0,4.39,4.42,2.69,2041.2
2.01,Premium,H,VS2,62.8,58.0,7.99,7.9,4.99,15906.6
0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84,818.0
0.39,Very Good,I,VVS2,62.7,58.0,4.65,4.67,2.92,791.0
0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,832.6
0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,846.2
0.4,Ideal,F,SI2,62.1,54.0,4.75,4.78,2.96,636.4
1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,5619.6
0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,820.2
1.5,Ideal,G,VS1,61.3,56.0,7.41,7.37,4.53,14511.8
0.81,Very Good,I,VS1,63.2,59.0,5.9,5.84,3.71,2617.4
0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,835.8
1.11,Very Good,H,VS1,63.2,57.0,6.61,6.53,4.15,5732.0
0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,1372.6
0.33,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,520.0
0.27,Fair,E,VS1,66.4,58.0,3.99,4.02,2.66,544.8
1.7,Ideal,H,I1,61.3,55.0,7.7,7.63,4.7,7067.6
0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,725.8
1.51,Good,E,SI2,63.1,58.0,7.28,7.31,4.6,9275.4
0.3,Very Good,E,VS2,61.9,61.0,4.28,4.32,2.66,642.8
0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,2006.2
0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,3777.4
1.0,Very Good,H,SI2,60.2,61.0,6.44,6.48,3.89,4054.2
1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,7978.6
0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,735.0
1.0,Fair,F,VS2,68.4,58.0,5.97,6.1,4.13,4742.6
0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,470.2
1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,4638.8
1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,4387.6
0.91,Premium,G,VVS2,61.8,58.0,6.24,6.16,3.83,6157.2
0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,906.8
0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,3038.6
1.02,Very Good,D,SI1,62.7,60.0,6.34,6.39,3.99,5424.0
1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,6929.2
0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,767.6
1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,6152.4
0.73,Ideal,G,VS2,61.7,56.0,5.79,5.81,3.58,2936.2
0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,576.8
1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,3553.4
0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,1757.6
1.02,Very Good,F,SI2,60.9,58.0,6.43,6.55,3.95,4168.6
0.8,Very Good,G,VVS2,62.5,56.0,5.95,5.98,3.73,3740.4
0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,441.6
2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02,15185.6
1.5,Premium,J,VVS2,61.5,60.0,7.31,7.27,4.48,8641.2
1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24,5010.6
0.72,Very Good,I,VS2,61.8,60.0,5.72,5.76,3.55,2295.2
0.3,Good,G,SI2,63.3,57.0,4.25,4.28,2.7,427.4
0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,1624.4
1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,5155.0
1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,6131.0
0.3,Ideal,G,IF,60.9,56.0,4.34,4.36,2.65,865.6
1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,4728.4
1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,6654.0
1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,2790.0
3.22,Ideal,I,I1,62.6,55.0,9.49,9.42,5.92,12990.4
0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,956.0
0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,1228.4
1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,12163.8
0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,795.4
0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,1573.4
0.53,Premium,J,VS2,62.7,56.0,5.18,5.15,3.24,1081.4
1.01,Good,F,SI2,61.3,62.0,6.44,6.48,3.96,4099.2
0.7,Good,F,I1,63.9,60.0,5.65,5.52,3.58,1441.0
0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,533.8
1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,6115.8
0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,1054.2
1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,7300.0
0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68,807.8
1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,15640.2
1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,5826.8
1.15,Ideal,H,SI2,62.6,55.0,6.74,6.65,4.19,4656.6
0.32,Ideal,H,VS1,61.8,55.0,4.41,4.42,2.73,615.6
2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,12679.4
0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,472.6
0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,674.0
0.28,Very Good,D,VVS1,60.6,58.0,4.23,4.25,2.57,665.8
0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,636.2
0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,1384.4
0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,1076.4
0.37,Ideal,F,VVS1,61.3,56.0,4.65,4.68,2.86,1085.4
0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,4267.4
0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,1153.0
0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,1444.8
1.0,Very Good,E,VS2,59.0,58.0,6.49,6.53,3.84,6422.4
0.32,Ideal,F,IF,61.3,57.0,4.42,4.46,2.72,1014.6
1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,5124.0
1.02,Very Good,E,SI2,62.8,55.0,6.4,6.43,4.03,4442.2
0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,2606.8
0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,1202.2
0.52,Ideal,G,VS1,62.1,54.0,5.14,5.17,3.2,1664.4
0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,723.0
0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,3628.6
1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,10054.6
0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7,455.0
2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,17124.8
0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,2610.6
0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,1362.2
0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,432.0
0.43,Ideal,G,VS1,62.3,56.0,4.82,4.85,3.01,929.8
1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,5554.0
0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,557.8
1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,8520.4
0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,898.0
1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,11707.2
1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98,4060.8
0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,1862.4
1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,7359.6
0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,974.6
0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1252.8
0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,1723.0
0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,544.6
0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,1318.6
0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,1110.0
1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,4158.8
1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,8428.0
1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,5761.0
0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,831.2
0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,1416.0
2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,14532.2
0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,703.2
0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,988.8
2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,14727.6
1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,4539.4
0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,520.0
0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,3309.8
1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,6704.4
1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,5891.2
1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,5454.0
0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,789.4
1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,2020.2
1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,10285.0
0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,2567.8
1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,6263.2
1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,7075.8
1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,5288.2
1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,4072.2
1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,8067.0
1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,8938.4
0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,1612.2
0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,440.4
0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,5041.2
0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,1016.8
0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,997.4
0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,845.4
1.01,Premium,F,VS1,59.4,60.0,6.5,6.46,3.85,7430.2
2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,15173.2
1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,4940.6
1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,10334.6
0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,1041.0
0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,1459.0
0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,844.0
1.22,Very Good,D,SI2,62.2,58.0,6.85,6.91,4.28,6091.4
0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,625.6
0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,1383.8
1.24,Premium,F,SI1,61.6,59.0,6.9,6.86,4.24,6792.6
0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,840.8
0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,618.2
1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,5148.4
1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,10142.6
0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,1359.4
0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,569.8
1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,9272.2
1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,6511.6
0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,1065.6
0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,565.0
1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,9062.4
0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,1017.2
1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,10678.4
1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,5152.4
1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,5909.4
1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,15990.8
0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,3871.2
1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,6447.8
0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,971.0
0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,2551.8
0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,577.2
0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,4181.4
0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,2804.6
0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,3497.6
0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,989.6
1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,12327.6
1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,4031.2
0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,985.8
1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,3727.6
0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,3323.6
1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,14991.6
1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,9979.6
0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,2058.6
0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,1601.0
1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,9663.8
0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,929.0
1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,9049.2
0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,3421.4
1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,12606.6
0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,554.0
0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,1584.6
1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,3621.6
0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,1911.4
0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,1673.8
0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,3241.6
1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,7359.6
1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,5301.0
1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,5442.8
0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,2640.4
1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,8444.0
2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,15298.8
0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,665.8
0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,765.4
0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,1729.8
0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,909.2
0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,587.4
1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,3011.4
0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,1648.4
1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,5040.2
1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,10928.0
1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,3656.8
0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,1897.2
1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,7150.8
1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,6933.6
0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,510.4
0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,2847.0
0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,860.8
0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,3306.0
1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,6025.4
0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,682.2
0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,906.4
0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,3459.2
0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,2275.6
0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,442.8
1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,7555.0
0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,821.4
0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,901.6
1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,8334.4
0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,779.6
1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,7155.0
1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,4791.6
2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,15261.2
0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,2405.2
0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,779.6
0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,1736.6
0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,860.8
1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,6539.0
0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,2933.8
0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,612.4
0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,583.8
0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,658.0
0.85,Ideal,E,SI2,62.8,57.0,6.06,6.01,3.79,3023.8
1.0,Very Good,E,SI1,60.9,59.0,6.38,6.43,3.9,5302.6
0.41,Premium,G,VS2,62.6,59.0,4.73,4.76,2.97,812.2
1.5,Premium,G,VS2,60.3,60.0,7.34,7.26,4.4,11941.8
0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,2008.4
0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,833.2
0.39,Ideal,E,IF,61.5,55.5,4.68,4.72,2.88,1354.0
0.4,Ideal,E,VS2,61.4,57.0,4.78,4.75,2.92,976.8
1.01,Good,F,SI1,63.5,59.0,6.29,6.38,4.02,4630.0
1.02,Ideal,I,SI2,60.6,56.0,6.57,6.53,3.97,3997.4
1.01,Ideal,D,SI1,63.0,56.0,6.36,6.41,4.02,5909.0
0.7,Ideal,F,SI1,61.8,56.0,5.68,5.75,3.53,2524.4
0.57,Very Good,F,VS2,59.5,57.0,5.39,5.43,3.22,1772.2
1.5,Very Good,F,SI1,63.9,58.0,7.12,7.16,4.56,9755.8
1.01,Premium,J,SI2,59.3,56.0,6.51,6.45,3.84,3386.6
0.51,Ideal,D,VS2,61.2,55.0,5.17,5.13,3.15,1857.0
1.0,Premium,E,SI2,61.7,58.0,6.39,6.34,3.93,4304.8
0.71,Premium,E,VVS1,62.5,57.0,5.67,5.62,3.53,3428.6
0.52,Very Good,D,VVS2,59.8,55.0,5.28,5.35,3.18,2598.6
0.4,Good,I,IF,62.3,62.0,4.69,4.72,2.93,805.6
0.81,Premium,I,VVS2,62.9,59.0,5.95,5.84,3.71,2486.0
0.53,Ideal,F,VVS2,61.3,55.0,5.23,5.27,3.22,2228.2
2.02,Premium,I,SI2,59.4,59.0,8.25,8.21,4.89,13605.2
2.11,Ideal,I,SI1,61.0,57.0,8.37,8.29,5.08,16573.4
1.15,Ideal,D,VS2,58.5,57.0,6.96,6.93,4.06,9481.8
0.7,Premium,I,VVS2,60.1,59.0,5.8,5.72,3.46,2445.0
1.07,Premium,F,SI1,61.7,56.0,6.66,6.5,4.06,5339.0
0.56,Ideal,H,SI1,61.9,54.0,5.3,5.33,3.29,1304.4
1.74,Ideal,G,VS2,62.9,57.0,7.68,7.64,4.82,15575.8
0.31,Very Good,G,VVS2,62.2,56.0,4.31,4.34,2.69,663.8
0.5,Very Good,H,VVS2,62.9,56.0,5.03,5.08,3.18,1314.4
1.07,Ideal,D,VVS2,60.3,56.0,6.63,6.68,4.01,11244.0
0.3,Premium,G,VS1,61.8,59.0,4.37,4.34,2.69,807.2
0.51,Ideal,E,SI1,62.1,55.0,5.09,5.15,3.18,1439.0
0.91,Very Good,G,SI1,63.5,58.0,6.15,6.04,3.87,3601.0
0.3,Very Good,H,SI1,61.3,58.0,4.29,4.33,2.64,431.0
0.7,Ideal,F,VS2,61.0,55.0,5.74,5.79,3.52,3084.2
0.76,Ideal,D,VS1,61.7,56.0,5.84,5.87,3.61,4054.2
1.15,Ideal,I,VS1,61.3,56.0,6.74,6.76,4.14,6288.0
1.47,Premium,J,SI2,60.0,58.0,7.36,7.31,4.4,5575.8
1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,6580.4
1.07,Ideal,E,SI1,60.4,57.0,6.62,6.56,3.98,5646.2
1.01,Ideal,F,SI1,62.0,54.0,6.41,6.49,4.0,5278.8
0.28,Premium,G,VVS2,60.2,60.0,4.24,4.26,2.56,792.8
